TeamID	num_editors	num_edits	num_edits_per_editor	num_sections	deadline_exponent	inequality_effort	num_advisors	num_instructors	num_primary_PIs	num_secondary_PIs	num_student_leaders	num_student_members	num_unspecified	num_students_tot	num_supervisors_tot	num_total_registered	prop_students_editing	collab_strength_in	collab_strength_in_norm	collab_strength_out	collab_strength_out_norm	collab_singleton	collab_strength_tot	collab_strength_tot_norm	collab_degree_in	collab_degree_in_norm	collab_degree_out	collab_degree_out_norm	collab_degree_tot	collab_degree_tot_norm	collab_eigen_centrality	collab_between_centrality	collab_between_centrality_norm	collab_clustering	collab_clustering_norm	collab_clustering_weighted	collab_clustering_weighted_norm	collab_coreness	collab_coreness_norm	collab_authority	collab_authority_norm	collab_burt	collab_burt_norm	collaboration.score	overlap.score.10	overlap.score.20	overlap.score.5	communities_bipartite	gini_sections	ineq_entropy_sections	ineq_part_ratio_sections	gini_editors	dol_generalist	dol_correlation_activities	num_biobricks	prop_team_participated_before	num_team_participated_before	prop_team_participated_previous_year	num_team_participated_previous_year	nb_participations	past_medal_best_all_years	past_medal_year_before	past_nb_awards_best_all_years	past_nb_awards_year_before	past_performance_best_all_years	past_performance_year_before	has_gold_year_before	Region	Country	Track	Division	Team	Year	medal	medal_numeric	finalist	nb.awards	nb.awards.signif	winner	performance
2170	19	7015	369.210526315789	553	1.89749369858034	3.43038824778922	0	4	1	2	0	17	0	17	7	24	0.941176470588235	10	0.340297760540473	99	3.36894782935068	0	109	1.85462279494558	7	0.883526682134571	23	2.9030162412993	30	1.89327146171694	0.00019646177600769	0.0102467484168934	0.0116224773358845	0.236453201970443	0.824399476648703	0.340082252451756	1.03797094317932	12	1	2.66802967873185e-05	0.0755959406159967	0.0605948449042838	0.127543549944462	0.421368547418968	3	0	6	17	0.381382158419326	0.00172960220161665	0.561035898924724	0.474415802384129	0.116398591415247	0.118508534118162	65	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Germany	Manufacturing	Collegiate	LMU-TUM_Munich	2016	gold	3	1	12	5	1	5
2171	5	124	24.8	23	1.56306273961875	3.4291511976313	0	0	1	1	1	13	0	14	2	16	0.357142857142857	9	0.306267984486426	15	0.510446640810709	0	24	0.408357312648568	5	0.631090487238979	12	1.51461716937355	17	1.07285382830626	1.78327541435238e-05	0.00239968482537158	0.0001503348366817	0.166666666666667	0.581087131110023	0.197916666666667	0.604064892213247	12	1	4.57421915309977e-05	0.0472964230069261	0.0772273865554713	0.0970811845864955	0.532608695652174	0	0	1	4	0.152617568766637	0.0427812687883427	0.907750472589792	0.416326530612245	0.426086956521739	0.405772060896555	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Bulgaria	Food & Nutrition	Collegiate	Bulgaria	2016	bronze	1	0	0	0	0	1
2172	4	189	47.25	25	NA	6.37193899019789	2	3	1	1	1	9	0	10	7	17	0.3	26	0.88477417740523	17	0.578506192918804	0	43	0.731640185162017	4	0.504872389791183	5	0.631090487238979	9	0.567981438515081	0.130169506656594	0.00355532126749839	0.0022960229602296	0.333333333333333	1.16217426222005	0.450581395348837	1.37522729439001	7	0.583333333333333	0.00134300477824451	0.00357446086277515	0.196292047321863	0.703014882885365	0.466666666666667	1	1	1	3	0.192	0.0390734428095106	0.859649122807018	0.564285714285714	0.35	0.745660898015811	13	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	China	High School	High_school	CIEI-BJ	2016	silver	2	0	0	0	0	2
2173	3	64	21.3333333333333	29	NA	1.56895283277403	0	1	2	1	2	16	0	18	4	22	0.166666666666667	4	0.136119104216189	18	0.612535968972851	0	22	0.37432753659452	2	0.252436194895592	16	2.01948955916473	18	1.13596287703016	3.04682031992322e-07	0.00369335297808464	0.0001913352466858	0.166666666666667	0.581087131110023	0.183155080213904	0.559010798085324	12	1	1.30171061184015e-05	0.00996365790078566	0.089746943898138	0.131982083394748	0.551724137931034	0	0	0	3	0.084051724137931	0.0341599269384773	0.929219600725953	0.145833333333333	0.367816091954023	0.0246305418719212	10	0.272727272727273	6	0.272727272727273	6	3	1	1	0	0	1	1	0	Asia	India	Foundational Advance	Collegiate	IIT_Delhi	2016	silver	2	0	0	0	0	2
2175	5	158	31.6	28	0.326785339499197	2.85519243659982	0	0	1	0	1	12	0	13	1	14	0.384615384615385	10	0.340297760540473	4	0.136119104216189	0	14	0.238208432378331	2	0.252436194895592	1	0.126218097447796	3	0.189327146171694	6.13103874159081e-06	0	0	1	3.48652278666014	0.892857142857143	2.72510477690186	3	0.25	1.66992194789921e-06	0.00165429520814599	0.673023410656968	0.93740963811655	0.488095238095238	0	0	0	4	0.22212543554007	0.0346802679580888	0.822407045009785	0.497560975609756	0.292857142857143	0.41437951993967	7	0.214285714285714	3	0.214285714285714	3	4	2	2	0	0	2	2	0	Asia	Japan	Environment	Collegiate	KAIT_Japan	2016	bronze	1	0	0	0	0	1
2176	1	115	115	15	1.03956957877447	NA	0	0	1	1	0	10	0	10	2	12	0.1	6	0.204178656324284	2	0.0680595521080946	0	8	0.136119104216189	3	0.378654292343387	1	0.126218097447796	4	0.252436194895592	3.00903079891852e-05	0.00325966275535771	0	0.333333333333333	1.16217426222005	0.5	1.52605867506504	4	0.333333333333333	0.00594262315010133	0.0144791504891977	0.276912134929246	0.298407970113847	NA	NA	NA	NA	1	0	0.0666666666666667	1	0	1	NA	4	0.5	6	0.5	6	4	2	2	0	0	2	2	0	North America	United States	New Application	Collegiate	UChicago	2016	bronze	1	0	0	0	0	1
2179	9	1126	125.111111111111	58	1.05464988550092	6.66337666615322	1	0	1	1	2	18	0	20	3	23	0.45	6	0.204178656324284	14	0.476416864756662	0	20	0.340297760540473	2	0.252436194895592	7	0.883526682134571	9	0.567981438515081	2.27733980213322e-07	5.67931605241978e-05	0.001503348366817	0.361111111111111	1.25902211740505	0.40625	1.23992267349035	8	0.666666666666667	1.58804097921604e-05	0.0100721953112143	0.141971554747778	0.16090233679887	0.591836734693878	4	4	4	3	0.286696815526663	0.016667742225729	0.792039165602384	0.506375227686703	0.350574712643678	0.524916574994794	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	Canada	High School	High_school	UrbanTundra_Edmonton	2016	bronze	1	0	6	3	0	4
2180	7	1492	213.142857142857	44	0.973486507443256	6.9392466165987	0	0	1	1	0	11	0	11	2	13	0.636363636363636	1	0.0340297760540473	7	0.238208432378331	0	8	0.136119104216189	1	0.126218097447796	4	0.504872389791183	5	0.31554524361949	1.45351581577124e-06	0.000753868181954669	0	0.1	0.348652278666014	0.15625	0.476893335957826	5	0.416666666666667	4.40780232329989e-06	0.0158001486712256	0.205111109546656	0.337092584341972	0.329545454545455	1	1	3	4	0.292319749216301	0.0218433152105209	0.751190948789202	0.538587848932677	0.282467532467532	0.518366851895076	20	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	France	Environment	Collegiate	UPMC-Paris	2016	bronze	1	0	0	0	0	1
2181	2	257	128.5	46	1.60440932408444	7.83998235015464	0	0	1	1	1	6	0	7	2	9	0.285714285714286	0	0	19	0.646565745026899	0	19	0.323282872513449	0	0	5	0.631090487238979	5	0.31554524361949	5.55706904536608e-21	0	0	0.4	1.39460911466406	0.355263157894737	1.08430484807253	5	0.416666666666667	1.7407353650401e-18	0	0.220422832089799	0.566581863361538	0.554347826086957	1	1	1	2	0.087382779198636	0.0215533057731127	0.926942266571632	0.401960784313725	0.554347826086957	1	NA	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Hardware	Community_lab	EMW_Street_Bio	2016	bronze	1	0	0	0	0	1
2182	4	470	117.5	63	NA	6.6123410559264	0	0	1	1	1	10	0	11	2	13	0.363636363636364	238	8.09908670086326	69	2.34805454772926	0	307	5.22357062429626	19	2.39814385150812	5	0.631090487238979	24	1.51461716937355	0.00398192927826582	0.0138848755609492	0.000984009840098401	0.134387351778656	0.468544564215197	0.525704574422886	1.60451205263885	11	0.916666666666667	1	0.120413024807261	0.0717542150335548	0.650902697690286	0.561224489795918	1	1	1	4	0.0786749482401657	0.0157597071526028	0.932980599647266	0.677536231884058	0.273809523809524	0.920355244271814	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Energy	Collegiate	Northeastern	2016	bronze	1	0	0	0	0	1
2184	1	315	315	23	0.62935427048483	NA	0	1	1	1	0	12	0	12	3	15	0	0	0	9	0.306267984486426	0	9	0.153133992243213	0	0	3	0.378654292343387	3	0.189327146171694	5.55706904536608e-21	0	0	0	0	0	0	3	0.25	0	0	0.333333333333333	0.62962962962963	NA	NA	NA	NA	1	0	0.0434782608695652	1	0	1	NA	41	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Europe	Israel	High School	High_school	Danci-K8	2016	gold	3	0	0	0	0	3
2185	4	581	145.25	39	1.05567753814186	7.45081738577454	2	0	1	1	1	3	0	4	4	8	0.5	2	0.0680595521080946	22	0.74865507318904	0	24	0.408357312648568	1	0.126218097447796	6	0.757308584686775	7	0.441763341067285	4.52371197717401e-05	7.97230194524167e-06	0.0003416700833675	0.333333333333333	1.16217426222005	0.430555555555556	1.31410608130601	7	0.583333333333333	2.01018079555842e-05	0.0120556520736259	0.166956865731485	0.294134371328432	0.495726495726496	1	1	1	3	0.183908045977011	0.0251771988285501	0.880167451596023	0.482758620689655	0.371794871794872	0.606341554014133	7	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	High School	High_school	BroadRun-Baltimore	2016	gold	3	0	5	1	0	4
2186	3	225	75	31	1.21559271619216	2.44245959510773	0	0	1	1	1	10	0	11	2	13	0.272727272727273	3	0.102089328162142	4	0.136119104216189	0	7	0.119104216189166	1	0.126218097447796	4	0.504872389791183	5	0.31554524361949	2.42578292970072e-10	0	0.0001503348366817	0.2	0.697304557332028	0.142857142857143	0.436016764304298	5	0.416666666666667	6.31485694110062e-06	0.00249908587364076	0.207279469065476	0.267329768312038	0.494623655913978	0	0	1	3	0.230014025245442	0.0312914635517879	0.812596006144393	0.231884057971015	0.494623655913978	0.236467236467236	3	0.153846153846154	2	0	0	1	-Inf	NA	0	NA	-Inf	NA	NA	North America	United States	High School	High_school	CAPS_Kansas	2016	none	0	0	0	0	0	0
2187	5	324	64.8	22	0.955145341573866	2.73188508492211	0	1	1	1	1	5	0	6	3	9	0.666666666666667	0	0	5	0.170148880270236	0	5	0.0850744401351182	0	0	2	0.252436194895592	2	0.126218097447796	5.55706904536608e-21	0	0	1	3.48652278666014	1	3.05211735013009	2	0.166666666666667	0	0	0.511833044495837	0.682804712583222	0.454545454545455	1	0	2	4	0.285454545454546	0.0434623449927855	0.778331257783312	0.296	0.454545454545455	0.333399568117186	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	High School	High_school	Baltimore_BioCrew	2016	bronze	1	0	0	0	0	1
2194	7	840	120	34	1.18868779595934	4.52508199965493	5	0	1	1	2	8	0	10	7	17	0.7	77	2.37903225806452	11	0.339861751152074	0	88	1.3594470046083	31	3.59897678079496	5	0.580480125934671	36	2.08972845336482	0.0609228161006506	0.0102820924812081	0.0860197890305155	0.143939393939394	0.516894758568409	0.177435064935065	0.538622686751962	14	1	0.102002545029591	0.290268849192888	0.047412670753426	0.10168455147091	0.431372549019608	1	0	2	3	0.266042780748663	0.028397106393242	0.807676261994159	0.37987012987013	0.369747899159664	0.308163550532818	6	0.470588235294118	8	0.470588235294118	8	3	3	2	0	0	3	2	0	North America	United States	Environment	Collegiate	Rice	2017	gold	3	0	1	0	0	3
2195	6	668	111.333333333333	26	0.778472861955354	3.10941924851274	1	0	1	1	0	6	0	6	3	9	1	1	0.0308965228320067	17	0.525240888144114	0	18	0.27806870548806	1	0.116096025186934	8	0.928768201495474	9	0.522432113341204	8.29720136000099e-07	2.01069038928415e-05	0	0.444444444444444	1.59602592119368	0.520833333333333	1.58104402561379	7	0.5	0.000369456623198516	0.119450040450223	0.154137491968762	0.237786753441282	0.423076923076923	0	0	1	5	0.242657342657343	0.0372418726642575	0.825150027277687	0.384848484848485	0.352564102564103	0.339321959712543	7	0.222222222222222	2	0.222222222222222	2	4	2	2	0	0	2	2	0	North America	United States	Environment	Collegiate	WashU_StLouis	2017	gold	3	0	2	0	0	3
2196	3	388	129.333333333333	39	0.669682675748685	2.82554544683062	13	3	1	1	0	15	0	15	18	33	0.2	29	0.895999162128195	10	0.308965228320067	0	39	0.602482195224131	7	0.81267217630854	5	0.580480125934671	12	0.696576151121606	7.9956792372741e-05	0.0164983926898809	0.000534001996703118	0.222222222222222	0.798012960596842	0.168997668997669	0.51301008942993	10	0.714285714285714	0.00614516928036337	0.0551396536463117	0.130359359300183	0.372535454868523	0.461538461538462	1	1	1	3	0.212725546058879	0.0249522011511181	0.812709030100334	0.395061728395062	0.461538461538462	0.805042016806723	6	0.545454545454545	18	0.545454545454545	18	3	2	2	0	0	2	2	0	North America	United States	Therapeutics	Collegiate	Stony_Brook	2017	bronze	1	0	0	0	0	1
2197	12	1074	89.5	73	0.929074493582054	4.5463472260709	0	0	1	1	1	16	0	17	2	19	0.647058823529412	5	0.154482614160034	11	0.339861751152074	0	16	0.247172182656054	3	0.348288075560803	4	0.464384100747737	7	0.40633608815427	1.46362009954359e-06	0.00407009060713314	0.000723611401329587	0.6	2.15463499361147	0.317708333333333	0.964436855624414	6	0.428571428571429	0.000503093899905449	0.00980420015249693	0.354326026706979	0.426328694507305	0.301587301587302	1	0	5	4	0.428932902888055	0.0124607702039915	0.494374135060872	0.504777070063694	0.179223744292237	0.456106129569268	17	0.631578947368421	12	0.631578947368421	12	1	1	1	0	0	1	1	0	Asia	Hong Kong	High School	High_school	Hong_Kong_UCCKE	2017	none	0	0	0	0	0	0
2198	8	763	95.375	23	1.15642679985708	3.81029739076179	0	1	1	1	0	14	1	14	3	17	0.428571428571429	30	0.926895684960201	26	0.803309593632174	0	56	0.865102639296188	15	1.74144037780401	13	1.50924832743015	28	1.62534435261708	0.000119604377381793	0.00959855317307163	0.00332009937080634	0.256666666666667	0.921704969489352	0.340608465608466	1.03395260087759	14	1	0.237953790752701	0.407674097776425	0.0676702949426075	0.1628106353168	0.571428571428571	1	0	4	4	0.219281663516068	0.0422242252914935	0.863849765258216	0.326086956521739	0.5	0.338435921727253	6	0.166666666666667	3	0.166666666666667	3	2	3	3	3	3	4	4	1	Europe	France	Environment	Collegiate	Pasteur_Paris	2017	bronze	1	0	0	0	0	1
2199	2	751	375.5	15	6.34647460254214	10.4595416480258	3	1	1	1	2	7	0	9	6	15	0.222222222222222	1	0.0308965228320067	6	0.18537913699204	0	7	0.108137829912023	1	0.116096025186934	5	0.580480125934671	6	0.348288075560803	1.25457878964858e-08	0.00282434768438214	0	0.333333333333333	1.19701944089526	0.428571428571429	1.30097336964792	6	0.428571428571429	9.54587179716844e-05	0.0150697740946328	0.203786602100747	0.289146641597912	0.566666666666667	1	NA	1	2	0.101960784313726	0.0657328998485096	0.917460317460317	0.382352941176471	0.566666666666667	1	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Therapeutics	Collegiate	USNA_Annapolis	2017	none	0	0	0	0	0	0
2200	14	538	38.4285714285714	44	1.42646038064488	3.76947019436089	8	0	1	1	2	18	0	20	10	30	0.65	21	0.648826979472141	26	0.803309593632174	0	47	0.726068286552158	6	0.696576151121606	5	0.580480125934671	11	0.638528138528139	4.55871421080155e-05	0.00881745537294568	0.00377284019409812	0.214285714285714	0.769512497718383	0.224468085106383	0.681396335804958	9	0.642857142857143	0.112803796892128	0.0528749379307103	0.179361068025613	0.295880379840945	0.431818181818182	1	1	1	6	0.251025290498975	0.022100642543826	0.825508680231473	0.504296455424275	0.215909090909091	0.427985235430105	14	0.366666666666667	11	0.366666666666667	11	4	3	3	0	0	3	3	1	Asia	China	High School	High_school	Shenzhen_SFLS	2017	bronze	1	0	3	1	0	4
2201	14	2080	148.571428571429	82	1.08698033702774	2.98225450544896	2	0	1	2	0	14	0	14	5	19	1	27	0.834206116464181	104	3.2132383745287	0	131	2.02372224549644	9	1.04486422668241	20	2.32192050373869	29	1.68339236521055	0.000120458336122858	0.0123051910384183	0.0212614055861252	0.268774703557312	0.965185636136892	0.261586695747001	0.794073758382431	14	1	0.275932477680402	0.0954445206355443	0.0695416052630488	0.142387433421508	0.424860853432282	1	1	1	7	0.310202679491584	0.0117463341225966	0.754301960197516	0.493460764587525	0.247386759581882	0.42848161615332	137	0.263157894736842	5	0.210526315789474	4	3	3	3	5	0	4	3	1	Europe	Germany	Foundational Advance	Collegiate	Bielefeld-CeBiTec	2017	gold	3	0	6	2	0	4
2202	14	1587	113.357142857143	145	0.682068986536952	7.18654832985484	2	0	1	1	1	15	9	16	4	20	0.3125	148	4.57268537913699	138	4.26372015081693	0	286	4.41820276497696	5	0.580480125934671	4	0.464384100747737	9	0.522432113341204	1	0.000174015115501453	0.00325431651614002	0.523809523809524	1.88103054997827	0.698863636363636	2.1214736198236	6	0.428571428571429	0.0134334592641169	0.00516109240371718	0.300949739885116	0.870838254051392	0.359183673469388	0	0	0	5	0.18695652173913	0.00674170870063098	0.763038088798738	0.717391304347826	0.0906403940886699	0.301839322091019	5	0.275862068965517	8	0.275862068965517	8	4	2	2	0	0	2	2	0	Asia	Hong Kong	Diagnostics	Collegiate	Hong_Kong_HKU	2017	bronze	1	0	0	0	0	1
2203	9	2398	266.444444444444	40	1.10387319645256	3.43029278999819	0	5	1	1	0	9	0	9	7	16	0.888888888888889	38	1.17406786761625	27	0.834206116464181	0	65	1.00413699204022	13	1.50924832743015	4	0.464384100747737	17	0.986816214088941	6.6513916217469e-05	0.00255745851564599	0.00123633070975831	0.141666666666667	0.508733262380487	0.222596153846154	0.675713892793095	11	0.785714285714286	0.118110999257169	0.0697908197791161	0.0824290297470509	0.219243134682169	0.55625	1	1	2	6	0.246067415730337	0.0242269047301323	0.837315010570825	0.248439450686642	0.494444444444444	0.230105869841179	7	0.0625	1	0.0625	1	1	3	3	0	0	3	3	1	Europe	Switzerland	Diagnostics	Collegiate	EPFL	2017	gold	3	0	5	1	0	4
2204	4	163	40.75	19	0.984366680673652	4.7405293275709	0	0	1	2	0	5	0	5	3	8	0.8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	0	4.73857257857757e-18	2.74526854361105e-18	NA	NA	0.447368421052632	1	NA	2	3	0.238390092879257	0.0508220737672372	0.822190611664296	0.441176470588235	0.447368421052632	0.663538267114401	NA	0.75	6	0.75	6	4	2	1	0	0	2	1	0	North America	United States	Energy	Collegiate	CSU_Fort_Collins	2017	none	0	0	0	0	0	0
2205	14	3025	216.071428571429	108	1.063273204086	5.23492882998816	3	5	1	1	0	13	0	13	10	23	1	54	1.66841223292836	60	1.8537913699204	0	114	1.76110180142438	16	1.85753640299095	15	1.74144037780401	31	1.79948839039748	4.77734832350898e-05	0.0564594224164631	0.0448445589840032	0.190769230769231	0.685063433866212	0.159795321637427	0.485075402104106	14	1	0.0268309324349331	0.120706721027351	0.0609726863407442	0.172096128160887	0.36734693877551	1	1	2	7	0.417420814479638	0.00852261714903027	0.496412164085051	0.547834518422754	0.146164021164021	0.320305742907439	33	0.217391304347826	5	0.173913043478261	4	4	3	1	0	0	3	1	0	Europe	United Kingdom	Foundational Advance	Collegiate	Newcastle	2017	gold	3	0	4	0	0	3
2206	5	1522	304.4	278	1.46267189179528	8.2265842963482	0	1	1	1	3	12	0	15	3	18	0.266666666666667	0	0	45	1.3903435274403	0	45	0.695171763720151	0	0	9	1.04486422668241	9	0.522432113341204	0	0	0	0.361111111111111	1.29677106096987	0.522222222222222	1.58526014301543	8	0.571428571428571	1.26361935428735e-17	2.19621483488884e-17	0.150353855978558	0.237891181911436	0.63265306122449	2	1	3	4	0.216210787715006	0.00353431607263193	0.811632089677096	0.597969543147208	0.283453237410072	0.638029947540878	14	0.111111111111111	2	0.111111111111111	2	1	2	2	0	0	2	2	0	Europe	United Kingdom	High School	High_school	CLSB-UK	2017	gold	3	0	7	4	0	4
2207	4	805	201.25	122	0.533533563056025	8.71246302288018	1	0	1	1	2	12	0	14	3	17	0.285714285714286	35	1.08137829912023	30	0.926895684960201	0	65	1.00413699204022	8	0.928768201495474	12	1.39315230224321	20	1.16096025186934	5.61004659427985e-05	0.00270789697655931	0.0106916486731211	0.242647058823529	0.871359740063464	0.302834008097166	0.919284286569031	12	0.857142857142857	0.0970230861735912	0.033364032782008	0.0958950741958832	0.196329601717754	0.622448979591837	1	1	2	4	0.0807438218742353	0.0081449767345301	0.931521062461092	0.690298507462687	0.274590163934426	0.920485348236053	33	0.235294117647059	4	0.235294117647059	4	7	3	2	1	0	5	2	0	Asia	China	New Application	Collegiate	ZJU-China	2017	gold	3	0	0	0	0	3
2208	3	529	176.333333333333	74	0.42200262826267	9.33683764391305	2	1	1	1	0	11	0	11	5	16	0.181818181818182	26	0.803309593632174	17	0.525240888144114	0	43	0.664275240888144	5	0.580480125934671	8	0.928768201495474	13	0.754624163715073	0.00125848403891186	0.00721064059504865	0.00473636553597548	0.218181818181818	0.783503634040536	0.321705426356589	0.976570449309358	9	0.642857142857143	0.220218972027	0.0183708197392602	0.118423629171714	0.333733411084022	0.401360544217687	1	1	2	2	0.105855855855856	0.0133737572568307	0.899541050484447	0.579365079365079	0.378378378378378	0.901065449010654	5	0.25	4	0.25	4	2	3	3	0	0	3	3	1	Asia	China	Therapeutics	Collegiate	NJU-China	2017	silver	2	0	0	0	0	2
2209	2	194	97	10	NA	5.1077990425499	0	0	1	1	1	17	0	18	2	20	0.0555555555555556	6	0.18537913699204	4	0.123586091328027	0	10	0.154482614160034	1	0.116096025186934	1	0.116096025186934	2	0.116096025186934	1.04919926407479e-07	0	0	NA	NA	0	0	2	0.142857142857143	2.28047642682388e-05	6.25679375550789e-06	1	1	0.75	NA	NA	1	2	0.166666666666667	0.0975404595279694	0.9	0.1	0.75	0.2	3	0.4	8	0.4	8	3	2	2	0	0	2	2	0	Asia	China	High School	High_school	Nanjing_NFLS	2017	none	0	0	0	0	0	0
2210	4	314	78.5	24	1.22729361012668	1.71533834267962	0	0	1	1	2	15	0	17	2	19	0.235294117647059	14	0.432551319648094	31	0.957792207792208	0	45	0.695171763720151	6	0.696576151121606	13	1.50924832743015	19	1.10291223927588	7.72243404683186e-06	0.0212707603082927	0.00751569114562776	0.238095238095238	0.855013886353759	0.254320987654321	0.772017941988602	11	0.785714285714286	0.00387659016557547	0.0160413865395279	0.120051277793391	0.18640319960091	0.583333333333333	1	0	2	4	0.209821428571429	0.0406378096636895	0.871111111111111	0.107142857142857	0.583333333333333	0.0328782246620873	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	China	High School	High_school	RDFZ-China	2017	bronze	1	0	0	0	0	1
2211	2	97	48.5	15	NA	0.206368472470461	1	0	1	1	1	14	0	15	3	18	0.133333333333333	13	0.401654796816087	12	0.37075827398408	0	25	0.386206535400084	5	0.580480125934671	6	0.696576151121606	11	0.638528138528139	6.84178731007254e-05	0.0097095802625931	0	0.392857142857143	1.4107729124837	0.37	1.12317367579604	7	0.5	0.1634368885516	0.0243041194578342	0.199976937626725	0.440434168879926	0.733333333333333	0	NA	2	2	0.16969696969697	0.0652363286304275	0.896296296296296	0.0454545454545454	0.733333333333333	-0.0714285714285714	NA	0.277777777777778	5	0.277777777777778	5	3	3	3	0	0	3	3	1	Asia	China	Software	Collegiate	SJTU-Software	2017	bronze	1	0	0	0	0	1
2212	2	258	129	24	1.04586567378884	5.87261770616638	1	0	1	1	1	5	0	6	3	9	0.333333333333333	17	0.525240888144114	12	0.37075827398408	0	29	0.447999581064097	5	0.580480125934671	8	0.928768201495474	13	0.754624163715073	4.52525749435834e-06	0.00316823536035867	0.00900838150960043	0.222222222222222	0.798012960596842	0.271551724137931	0.82432364369933	9	0.642857142857143	0.0010622841774969	0.0760289544859474	0.158241523169256	0.256795644865893	0.645833333333333	1	1	2	2	0.15994623655914	0.0409180319218611	0.889814814814815	0.274193548387097	0.645833333333333	1	7	0.111111111111111	1	0	0	1	0	NA	0	NA	0	NA	NA	North America	United States	New Application	Collegiate	UC_San_Diego	2017	bronze	1	0	0	0	0	1
2213	9	4454	494.888888888889	111	0.775327681002332	6.81261287666599	0	2	1	1	0	9	0	9	4	13	1	128	3.95475492249686	139	4.29461667364893	0	267	4.1246857980729	49	5.68870523415978	26	3.01849665486029	75	4.35360094451004	0.000416651581141238	0.0816973935293524	0.126266319952327	0.0843253968253968	0.302817418083623	0.164692782670311	0.499942156997003	14	1	0.933605163573361	0.691897694230618	0.0336134890361836	0.119386445818867	0.349489795918367	3	2	3	6	0.325591923581873	0.0086195360274711	0.661903090474519	0.647682858738135	0.199199199199199	0.618402235191758	12	0.230769230769231	3	0.230769230769231	3	3	3	3	1	1	4	4	1	Europe	United Kingdom	Environment	Collegiate	Manchester	2017	gold	3	0	1	0	0	3
2214	4	289	72.25	19	1.27768369111729	7.06024588854636	4	6	1	1	2	24	0	26	12	38	0.115384615384615	36	1.11227482195224	69	2.13186007540846	0	105	1.62206744868035	7	0.81267217630854	14	1.62534435261708	21	1.21900826446281	0.0154317507273947	0.00972183534466572	0.0234264354205846	0.2	0.718211664537158	0.209285714285714	0.635308662178069	10	0.714285714285714	0.290951351145411	0.0320353326351897	0.104427721366485	0.255365107644543	0.552631578947368	0	NA	1	4	0.0852130325814537	0.0520605725597623	0.928421052631579	0.607142857142857	0.276315789473684	0.77185482305471	NA	0.394736842105263	15	0.394736842105263	15	5	3	3	2	0	4	3	1	Asia	China	Software	Collegiate	SYSU-Software	2017	gold	3	0	3	1	0	4
2215	4	423	105.75	15	0.850598446756122	6.122224127822	1	0	1	2	0	7	0	7	4	11	0.428571428571429	4	0.123586091328027	11	0.339861751152074	0	15	0.23172392124005	3	0.348288075560803	10	1.16096025186934	13	0.754624163715073	1.93762725996578e-05	0.0185442792166403	0.000702328713055188	0.333333333333333	1.19701944089526	0.244444444444444	0.742036662688074	11	0.785714285714286	0.000328029711126924	0.0462041312498902	0.131331424393464	0.215753725422626	0.5	1	NA	2	3	0.24	0.0642409453519072	0.833333333333333	0.316666666666667	0.5	0.462834538727031	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	North America	United States	Environment	Collegiate	ULaVerne_Collab	2017	none	0	0	0	0	0	0
2216	5	432	86.4	12	1.21532435027349	6.53093982737602	1	1	1	1	1	4	1	5	4	9	0.4	7	0.216275659824047	4	0.123586091328027	0	11	0.169930875576037	2	0.232192050373869	4	0.464384100747737	6	0.348288075560803	8.75570345935724e-07	0.00355009822636104	2.32174781175269e-05	0.5	1.79552916134289	0.272727272727273	0.827892144321405	6	0.428571428571429	0.000989925692958489	0.00406446317761876	0.316371097337006	0.464803873801392	0.729166666666667	0	NA	3	4	0.207142857142857	0.0805349747546277	0.872507122507122	0.24	0.583333333333333	0.328626825896833	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Asia	China	High School	High_school	SUIS_Alpha_Shanghai	2017	bronze	1	0	0	0	0	1
2217	6	512	85.3333333333333	33	NA	5.51973015970049	0	2	1	1	1	18	0	19	4	23	0.263157894736842	5	0.154482614160034	13	0.401654796816087	0	18	0.27806870548806	4	0.464384100747737	10	1.16096025186934	14	0.81267217630854	2.3181263331221e-06	0.00632930554150932	0.000116087390587634	0.311111111111111	1.11721814483558	0.213675213675214	0.648633446405659	12	0.857142857142857	0.00119238799533491	0.184558324974809	0.126058038249408	0.137811049222454	0.409090909090909	0	0	1	4	0.248035914702581	0.0293404314441354	0.803305785123967	0.444444444444444	0.272727272727273	0.298025866200438	29	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	Africa	Egypt	Therapeutics	Collegiate	AFCM-Egypt	2017	gold	3	0	0	0	0	3
